,QuestionId,AcceptedAnswerUserId,AnswerCreationDate,UsersSorted,UsersJaccard
2604,115249.0,13074.0,2012-03-01 13:24:53.107,"[13074.0, 12042.0, 19538.0, 181853.0, 13293.0]","{13074.0: 0.0095238095238095247, 13293.0: 0.029411764705882353, 19538.0: 0.0057471264367816091, 12042.0: 0.002070393374741201, 181853.0: 0.020833333333333332}"
2605,110565.0,24293.0,2012-03-01 13:25:33.137,"[24293.0, 1543.0, 2612.0, 25845.0, 47667.0]","{47667.0: 0.66666666666666663, 25845.0: 0.050000000000000003, 2612.0: 0.33333333333333331, 24293.0: 0.07407407407407407, 1543.0: 0.0076045627376425855}"
2606,115358.0,1102.0,2012-03-01 19:17:22.933,"[1102.0, 14972.0, 146439.0, 1761.0, 13129.0]","{1761.0: 0.014925373134328358, 13129.0: 0.030303030303030304, 14972.0: 0.0026525198938992041, 1102.0: 0.0051546391752577319, 146439.0: 0.012048192771084338}"
2607,115272.0,24935.0,2012-03-01 21:24:13.267,"[24935.0, 22678.0, 26102.0, 33155.0, 24677.0]","{33155.0: 0.5, 24677.0: 0.5, 26102.0: 0.66666666666666663, 22678.0: 0.25, 24935.0: 0.057142857142857141}"
2608,115325.0,17976.0,2012-03-01 21:39:36.763,"[17976.0, 23290.0, 1102.0, 32016.0, 93029.0]","{17976.0: 0.018181818181818181, 32016.0: 0.03125, 23290.0: 0.0076045627376425855, 93029.0: 1.0, 1102.0: 0.010309278350515464}"
2609,115439.0,940.0,2012-03-02 03:08:46.630,"[940.0, 8269.0, 25634.0, 33477.0, 33916.0]","{33916.0: 1.0, 25634.0: 0.022727272727272728, 940.0: 0.0056179775280898875, 8269.0: 0.0023474178403755869, 33477.0: 1.0}"
2610,115558.0,3694.0,2012-03-02 04:08:17.727,"[3694.0, 742.0, 299.0, 2881.0, 65568.0]","{65568.0: 1.0, 2881.0: 0.017857142857142856, 299.0: 0.0040322580645161289, 742.0: 0.003246753246753247, 3694.0: 0.017543859649122806}"
2611,115652.0,8297.0,2012-03-02 11:51:47.690,"[8297.0, 25538.0, 18986.0, 6312.0, 14159.0]","{6312.0: 0.004048582995951417, 8297.0: 0.0077821011673151752, 25538.0: 0.027027027027027029, 18986.0: 0.010810810810810811, 14159.0: 1.0}"
2612,115760.0,6312.0,2012-03-02 20:54:57.487,"[6312.0, 10674.0, 26157.0, 242.0, 65568.0]","{6312.0: 0.0020242914979757085, 242.0: 0.0033783783783783786, 10674.0: 0.0073529411764705881, 26157.0: 0.33333333333333331, 65568.0: 1.0}"
2613,115822.0,1102.0,2012-03-03 00:41:07.433,"[1102.0, 18986.0, 14657.0, 227.0, 32016.0]","{32016.0: 0.046875, 14657.0: 0.018518518518518517, 18986.0: 0.016216216216216217, 227.0: 0.13043478260869565, 1102.0: 0.015463917525773196}"
2614,115826.0,1102.0,2012-03-03 01:09:58.940,"[1102.0, 12042.0, 13847.0, 11176.0, 98435.0]","{11176.0: 0.0099009900990099011, 12042.0: 0.002070393374741201, 98435.0: 1.0, 1102.0: 0.0051546391752577319, 13847.0: 0.076923076923076927}"
2615,115989.0,622.0,2012-03-03 15:52:48.580,"[622.0, 18986.0, 23078.0, 25077.0, 25654.0]","{18986.0: 0.010810810810810811, 25654.0: 0.023809523809523808, 23078.0: 0.046511627906976744, 622.0: 0.0080321285140562242, 25077.0: 0.040000000000000001}"
2616,116014.0,242.0,2012-03-03 17:25:39.737,"[242.0, 20321.0, 11176.0, 1778.0, 6075.0]","{11176.0: 0.0099009900990099011, 20321.0: 0.0084033613445378148, 242.0: 0.0033783783783783786, 6075.0: 0.0051282051282051282, 1778.0: 0.0059171597633136093}"
2617,116048.0,25538.0,2012-03-03 19:24:38.793,"[25538.0, 13524.0, 25634.0, 18321.0, 41958.0]","{18321.0: 0.047619047619047616, 25538.0: 0.013513513513513514, 13524.0: 0.020408163265306121, 25634.0: 0.022727272727272728, 41958.0: 1.0}"
2618,116183.0,25654.0,2012-03-04 02:25:43.210,"[25654.0, 1102.0, 22409.0, 9176.0, 151777.0]","{9176.0: 0.010380622837370242, 22409.0: 0.11538461538461539, 1102.0: 0.015463917525773196, 25654.0: 0.035714285714285712, 151777.0: 1.0}"
2619,115981.0,13854.0,2012-03-04 03:30:06.720,"[13854.0, 752.0, 21783.0, 66420.0, 84373.0]","{752.0: 0.034722222222222224, 66420.0: 0.044642857142857144, 84373.0: 0.59999999999999998, 13854.0: 0.012500000000000001, 21783.0: 0.026315789473684209}"
2620,116252.0,274.0,2012-03-04 09:16:14.490,"[274.0, 8173.0, 22705.0, 156510.0, 71794.0]","{71794.0: 1.0, 22705.0: 0.016393442622950821, 274.0: 0.0028328611898016999, 8173.0: 0.003875968992248062, 156510.0: 1.0}"
2621,116269.0,274.0,2012-03-04 09:45:43.640,"[274.0, 26264.0, 4671.0, 26217.0, 25960.0]","{26264.0: 1.0, 26217.0: 1.0, 274.0: 0.0028328611898016999, 25960.0: 0.20000000000000001, 4671.0: 0.14285714285714285}"
2622,116350.0,299.0,2012-03-04 16:53:54.347,"[299.0, 18986.0, 7327.0, 26530.0, 197024.0]","{197024.0: 1.0, 18986.0: 0.0054054054054054057, 299.0: 0.0040322580645161289, 26530.0: 1.0, 7327.0: 0.006369426751592357}"
2623,116369.0,8508.0,2012-03-04 18:53:55.663,"[8508.0, 306519.0, 21005.0, 180694.0, 65609.0]","{65609.0: 0.5, 8508.0: 0.0033955857385398981, 21005.0: 0.66666666666666663, 180694.0: 0.5, 306519.0: 0}"
2624,116483.0,26267.0,2012-03-04 23:10:58.620,"[26267.0, 9602.0, 99776.0, 102241.0, 104630.0]","{99776.0: 1.0, 102241.0: 1.0, 9602.0: 0.012048192771084338, 26267.0: 0.016666666666666666, 104630.0: 1.0}"
2625,116551.0,242.0,2012-03-05 06:34:26.870,"[242.0, 331.0, 660.0, 1102.0, 6209.0]","{6209.0: 1.0, 242.0: 0.0067567567567567571, 331.0: 0.015748031496062992, 660.0: 0.019047619047619049, 1102.0: 0.010309278350515464}"
2626,116583.0,6312.0,2012-03-05 06:56:22.043,"[6312.0, 11763.0, 9754.0, 1303.0, 180694.0]","{6312.0: 0.0020242914979757085, 9754.0: 0.0033003300330033004, 11763.0: 0.0030959752321981426, 180694.0: 1.0, 1303.0: 0.0025000000000000001}"
2627,116625.0,13147.0,2012-03-05 10:47:54.180,"[13147.0, 11176.0, 18076.0, 233507.0, 177681.0]","{11176.0: 0.019801980198019802, 233507.0: 1.0, 13147.0: 0.011976047904191617, 18076.0: 0.029850746268656716, 177681.0: 1.0}"
2628,116674.0,20700.0,2012-03-05 13:39:39.653,"[20700.0, 34930.0, 8671.0, 146439.0, 26309.0]","{34930.0: 0.011976047904191617, 146439.0: 0.024096385542168676, 20700.0: 0.055555555555555552, 26309.0: 1.0, 8671.0: 0.01834862385321101}"
2629,116721.0,742.0,2012-03-05 16:15:54.873,"[742.0, 11667.0, 4154.0, 11653.0, 25524.0]","{4154.0: 0.00390625, 11667.0: 0.0022831050228310501, 25524.0: 0.090909090909090912, 11653.0: 0.011627906976744186, 742.0: 0.003246753246753247}"
2630,116771.0,14972.0,2012-03-05 18:55:28.963,"[14972.0, 242.0, 5191.0, 274.0, 132098.0]","{132098.0: 1.0, 242.0: 0.0033783783783783786, 14972.0: 0.0026525198938992041, 274.0: 0.0028328611898016999, 5191.0: 0.0045045045045045045}"
2631,116852.0,25077.0,2012-03-05 23:02:15.273,"[25077.0, 622.0, 140675.0, 197024.0, 188930.0]","{197024.0: 1.0, 188930.0: 1.0, 140675.0: 1.0, 25077.0: 0.02, 622.0: 0.0040160642570281121}"
2632,116867.0,10572.0,2012-03-06 01:30:34.480,"[10572.0, 25538.0, 24942.0, 26070.0, 61473.0]","{61473.0: 1.0, 25538.0: 0.040540540540540543, 10572.0: 0.10000000000000001, 26070.0: 0.21428571428571427, 24942.0: 0.059999999999999998}"
2633,116935.0,16981.0,2012-03-06 03:27:54.787,"[16981.0, 3701.0, 242.0, 188071.0, 150273.0]","{150273.0: 0.66666666666666663, 242.0: 0.0067567567567567571, 188071.0: 1.0, 16981.0: 0.028169014084507043, 3701.0: 0.02247191011235955}"
2634,116987.0,23350.0,2012-03-06 07:07:31.403,"[23350.0, 6460.0, 242.0, 442.0, 1778.0]","{1778.0: 0.017751479289940829, 242.0: 0.010135135135135136, 6460.0: 0.0086956521739130436, 442.0: 0.010416666666666666, 23350.0: 0.010380622837370242}"
2635,117223.0,26415.0,2012-03-06 20:54:18.810,"[26415.0, 13074.0, 2465.0, 25634.0, 86584.0]","{86584.0: 0.66666666666666663, 2465.0: 0.071428571428571425, 13074.0: 0.019047619047619049, 25634.0: 0.045454545454545456, 26415.0: 1.0}"
2636,117246.0,23350.0,2012-03-07 02:24:21.493,"[23350.0, 1102.0, 8269.0, 18873.0, 85343.0]","{18873.0: 0.044776119402985072, 85343.0: 0.011029411764705883, 1102.0: 0.015463917525773196, 23350.0: 0.010380622837370242, 8269.0: 0.0070422535211267607}"
2637,117350.0,18986.0,2012-03-07 03:15:12.803,"[18986.0, 264.0, 20998.0, 25077.0, 172417.0]","{264.0: 0.006920415224913495, 172417.0: 1.0, 18986.0: 0.010810810810810811, 25077.0: 0.040000000000000001, 20998.0: 0.017543859649122806}"
2638,117448.0,22705.0,2012-03-07 08:52:32.197,"[22705.0, 20863.0, 11653.0, 8348.0, 19625.0]","{22705.0: 0.032786885245901641, 8348.0: 0.015503875968992248, 11653.0: 0.023255813953488372, 19625.0: 0.5, 20863.0: 0.068965517241379309}"
2639,117428.0,12042.0,2012-03-07 11:08:52.363,"[12042.0, 26306.0, 6179.0, 15334.0, 9340.0]","{12042.0: 0.002070393374741201, 6179.0: 0.0024096385542168677, 9340.0: 0.0063291139240506328, 26306.0: 0.0041666666666666666, 15334.0: 0.16666666666666666}"
2640,117484.0,622.0,2012-03-07 11:41:05.917,"[622.0, 24469.0, 5048.0, 197024.0, 188930.0]","{5048.0: 0.1111111111111111, 197024.0: 1.0, 188930.0: 1.0, 24469.0: 0.090909090909090912, 622.0: 0.0040160642570281121}"
2641,117550.0,1102.0,2012-03-07 15:08:25.077,"[1102.0, 52487.0, 12029.0, 28190.0, 167079.0]","{28190.0: 1.0, 167079.0: 0.75, 12029.0: 1.0, 1102.0: 0.015463917525773196, 52487.0: 1.0}"
2642,117629.0,7327.0,2012-03-07 19:38:49.837,"[7327.0, 24958.0, 104172.0, 185742.0, 221204.0]","{221204.0: 1.0, 104172.0: 1.0, 185742.0: 1.0, 24958.0: 0.078947368421052627, 7327.0: 0.019108280254777069}"
2643,117660.0,24170.0,2012-03-07 21:15:49.483,"[24170.0, 242.0, 23350.0, 8508.0, 14972.0]","{14972.0: 0.0026525198938992041, 24170.0: 0.33333333333333331, 8508.0: 0.001697792869269949, 242.0: 0.0033783783783783786, 23350.0: 0.0034602076124567475}"
2644,117762.0,18986.0,2012-03-08 03:21:01.103,"[18986.0, 65605.0, 197544.0, 32779.0, 33228.0]","{197544.0: 1.0, 18986.0: 0.0054054054054054057, 32779.0: 1.0, 33228.0: 1.0, 65605.0: 1.0}"
2645,116023.0,221.0,2012-03-08 03:41:29.167,"[221.0, 14972.0, 5191.0, 280836.0, 145799.0]","{280836.0: 0, 145799.0: 1.0, 14972.0: 0.0026525198938992041, 221.0: 0.0033003300330033004, 5191.0: 0.0045045045045045045}"
2646,117788.0,7933.0,2012-03-08 05:17:29.887,"[7933.0, 24005.0, 22857.0, 17955.0, 20228.0]","{22857.0: 0.012931034482758621, 17955.0: 0.10000000000000001, 20228.0: 1.0, 7933.0: 0.007874015748031496, 24005.0: 0.044117647058823532}"
2647,117812.0,12042.0,2012-03-08 06:53:27.750,"[12042.0, 1102.0, 23350.0, 34369.0, 167970.0]","{34369.0: 1.0, 12042.0: 0.004140786749482402, 167970.0: 1.0, 23350.0: 0.006920415224913495, 1102.0: 0.010309278350515464}"
2648,117835.0,1102.0,2012-03-08 07:14:45.683,"[1102.0, 6312.0, 12042.0, 18880.0, 35299.0]","{6312.0: 0.0060728744939271256, 18880.0: 0.0084269662921348312, 12042.0: 0.0062111801242236021, 35299.0: 0.66666666666666663, 1102.0: 0.015463917525773196}"
2649,117887.0,25375.0,2012-03-08 13:13:56.360,"[25375.0, 14972.0, 72694.0, 123491.0, 172292.0]","{172292.0: 0.5, 123491.0: 0.5, 14972.0: 0.0053050397877984082, 72694.0: 0.0093896713615023476, 25375.0: 0.054054054054054057}"
2650,117903.0,12042.0,2012-03-08 14:41:41.357,"[12042.0, 23350.0, 32016.0, 3035.0, 18986.0]","{32016.0: 0.03125, 12042.0: 0.004140786749482402, 3035.0: 0.011834319526627219, 18986.0: 0.010810810810810811, 23350.0: 0.006920415224913495}"
2651,117932.0,242.0,2012-03-08 16:42:42.543,"[242.0, 1102.0, 1827.0, 124103.0, 173931.0]","{173931.0: 1.0, 242.0: 0.0067567567567567571, 1827.0: 0.0039920159680638719, 1102.0: 0.010309278350515464, 124103.0: 1.0}"
2652,118172.0,8348.0,2012-03-09 09:58:59.953,"[8348.0, 26325.0, 23584.0, 2838.0, 196329.0]","{23584.0: 0.057142857142857141, 196329.0: 1.0, 8348.0: 0.015503875968992248, 26325.0: 0.018018018018018018, 2838.0: 0.012121212121212121}"
2653,118190.0,8348.0,2012-03-09 11:08:09.757,"[8348.0, 21674.0, 3852.0, 49572.0, 28586.0]","{3852.0: 0.17241379310344829, 21674.0: 0.036231884057971016, 49572.0: 0.17857142857142858, 8348.0: 0.03875968992248062, 28586.0: 0.053763440860215055}"
2654,118198.0,25381.0,2012-03-09 11:42:07.627,"[25381.0, 8269.0, 742.0, 198564.0, 157959.0]","{157959.0: 1.0, 198564.0: 1.0, 25381.0: 0.016129032258064516, 742.0: 0.0064935064935064939, 8269.0: 0.0046948356807511738}"
2655,118203.0,8269.0,2012-03-09 11:49:01.063,"[8269.0, 16942.0, 242.0, 133634.0, 60490.0]","{242.0: 0.0033783783783783786, 60490.0: 1.0, 8269.0: 0.0023474178403755869, 16942.0: 0.029411764705882353, 133634.0: 1.0}"
2656,118231.0,6312.0,2012-03-09 14:56:07.163,"[6312.0, 14972.0, 15588.0, 6460.0, 65568.0]","{6312.0: 0.0020242914979757085, 15588.0: 0.052631578947368418, 14972.0: 0.0026525198938992041, 65568.0: 1.0, 6460.0: 0.0028985507246376812}"
2657,118158.0,3217.0,2012-03-09 16:45:57.207,"[3217.0, 148249.0, 25692.0, 12107.0, 9303.0]","{3217.0: 0.025000000000000001, 9303.0: 0.80000000000000004, 12107.0: 0.80000000000000004, 25692.0: 1.0, 148249.0: 1.0}"
2658,118328.0,8508.0,2012-03-09 19:45:29.893,"[8508.0, 13352.0, 189788.0, 134.0, 85930.0]","{13352.0: 0.064516129032258063, 189788.0: 0.66666666666666663, 85930.0: 0.5, 8508.0: 0.0033955857385398981, 134.0: 0.5}"
2659,118339.0,14972.0,2012-03-09 20:03:12.700,"[14972.0, 24005.0, 742.0, 227488.0, 27651.0]","{227488.0: 1.0, 27651.0: 1.0, 14972.0: 0.0026525198938992041, 24005.0: 0.014705882352941176, 742.0: 0.003246753246753247}"
2660,118362.0,26306.0,2012-03-09 21:56:16.040,"[26306.0, 26052.0, 271.0, 89374.0, 81699.0]","{26306.0: 0.0083333333333333332, 81699.0: 1.0, 26052.0: 0.028169014084507043, 89374.0: 0.022727272727272728, 271.0: 0.045454545454545456}"
2661,118446.0,20569.0,2012-03-10 03:38:41.643,"[20569.0, 6312.0, 12039.0, 235970.0, 143078.0]","{6312.0: 0.0060728744939271256, 20569.0: 0.014563106796116505, 235970.0: 1.0, 143078.0: 1.0, 12039.0: 0.0625}"
2662,118559.0,18986.0,2012-03-10 14:21:45.607,"[18986.0, 242.0, 2838.0, 35001.0, 20863.0]","{35001.0: 0.035294117647058823, 18986.0: 0.016216216216216217, 242.0: 0.010135135135135136, 2838.0: 0.018181818181818181, 20863.0: 0.10344827586206896}"
2663,118666.0,12931.0,2012-03-10 21:54:16.177,"[12931.0, 462.0, 23874.0, 93184.0, 102432.0]","{93184.0: 0.66666666666666663, 102432.0: 0.66666666666666663, 23874.0: 0.083333333333333329, 12931.0: 0.10000000000000001, 462.0: 0.016216216216216217}"
2664,118779.0,742.0,2012-03-11 04:39:18.753,"[742.0, 11763.0, 65539.0, 166310.0, 49384.0]","{65539.0: 1.0, 49384.0: 1.0, 11763.0: 0.0061919504643962852, 166310.0: 1.0, 742.0: 0.0064935064935064939}"
2665,118665.0,9787.0,2012-03-11 05:39:27.447,"[9787.0, 4791.0, 25634.0, 134880.0, 197531.0]","{134880.0: 0.66666666666666663, 25634.0: 0.068181818181818177, 9787.0: 0.023255813953488372, 197531.0: 0.66666666666666663, 4791.0: 0.012195121951219513}"
2666,118804.0,12042.0,2012-03-11 07:14:55.217,"[12042.0, 11667.0, 39655.0, 210091.0, 68044.0]","{12042.0: 0.004140786749482402, 11667.0: 0.0045662100456621002, 68044.0: 1.0, 210091.0: 1.0, 39655.0: 1.0}"
2667,118829.0,15660.0,2012-03-11 10:04:21.290,"[15660.0, 24827.0, 14657.0, 12042.0, 242.0]","{14657.0: 0.0061728395061728392, 12042.0: 0.002070393374741201, 24827.0: 0.055555555555555552, 15660.0: 0.0088495575221238937, 242.0: 0.0033783783783783786}"
2668,118868.0,7327.0,2012-03-11 12:14:39.250,"[7327.0, 8173.0, 17142.0, 1102.0, 242.0]","{242.0: 0.0033783783783783786, 1102.0: 0.0051546391752577319, 8173.0: 0.003875968992248062, 17142.0: 0.019607843137254902, 7327.0: 0.006369426751592357}"
2669,118937.0,856.0,2012-03-11 17:34:09.410,"[856.0, 589.0, 31744.0, 11936.0, 80769.0]","{856.0: 0.0049504950495049506, 31744.0: 0.004830917874396135, 11936.0: 1.0, 589.0: 0.0028653295128939827, 80769.0: 1.0}"
2670,118947.0,25634.0,2012-03-11 17:58:02.680,"[25634.0, 8348.0, 20569.0, 8173.0, 98435.0]","{20569.0: 0.0048543689320388345, 25634.0: 0.022727272727272728, 98435.0: 1.0, 8348.0: 0.0077519379844961239, 8173.0: 0.003875968992248062}"
2671,119044.0,1102.0,2012-03-11 23:05:35.660,"[1102.0, 742.0, 86426.0, 12942.0, 43168.0]","{43168.0: 1.0, 86426.0: 1.0, 12942.0: 0.080000000000000002, 742.0: 0.0064935064935064939, 1102.0: 0.010309278350515464}"
2672,119054.0,647.0,2012-03-11 23:23:49.607,"[647.0, 742.0, 227488.0, 27651.0, 126600.0]","{227488.0: 1.0, 126600.0: 1.0, 27651.0: 1.0, 742.0: 0.003246753246753247, 647.0: 0.0059523809523809521}"
2673,119194.0,6460.0,2012-03-12 08:54:04.300,"[6460.0, 15180.0, 34397.0, 131350.0, 165.0]","{15180.0: 0.012658227848101266, 6460.0: 0.0028985507246376812, 34397.0: 0.017857142857142856, 131350.0: 1.0, 165.0: 1.0}"
2674,119224.0,24293.0,2012-03-12 10:26:01.337,"[24293.0, 20321.0, 11763.0, 26386.0, 60291.0]","{20321.0: 0.0084033613445378148, 26386.0: 0.125, 11763.0: 0.0030959752321981426, 60291.0: 1.0, 24293.0: 0.037037037037037035}"
2675,119185.0,18873.0,2012-03-12 11:47:34.513,"[18873.0, 242.0, 24269.0, 11667.0, 65568.0]","{65568.0: 1.0, 18873.0: 0.014925373134328358, 242.0: 0.0033783783783783786, 11667.0: 0.0022831050228310501, 24269.0: 0.071428571428571425}"
2676,119270.0,35001.0,2012-03-12 14:01:36.110,"[35001.0, 25538.0, 1154.0, 6312.0, 11667.0]","{6312.0: 0.0020242914979757085, 35001.0: 0.011764705882352941, 25538.0: 0.013513513513513514, 11667.0: 0.0022831050228310501, 1154.0: 0.009433962264150943}"
2677,119307.0,442.0,2012-03-12 15:55:20.570,"[442.0, 8348.0, 12042.0, 22857.0, 18986.0]","{22857.0: 0.0043103448275862068, 442.0: 0.003472222222222222, 18986.0: 0.0054054054054054057, 8348.0: 0.0077519379844961239, 12042.0: 0.002070393374741201}"
2678,119303.0,242.0,2012-03-12 16:03:38.343,"[242.0, 409.0, 25134.0, 22705.0, 26325.0]","{409.0: 0.015151515151515152, 242.0: 0.0067567567567567571, 26325.0: 0.018018018018018018, 25134.0: 0.066666666666666666, 22705.0: 0.032786885245901641}"
2679,119309.0,12042.0,2012-03-12 16:23:40.067,"[12042.0, 1827.0, 18986.0, 138958.0, 233380.0]","{12042.0: 0.004140786749482402, 1827.0: 0.0039920159680638719, 233380.0: 1.0, 18986.0: 0.010810810810810811, 138958.0: 1.0}"
2680,61005.0,26306.0,2012-03-12 19:30:37.587,"[26306.0, 1208.0, 26855.0, 856.0, 12353.0]","{1208.0: 0.125, 856.0: 0.0099009900990099011, 26306.0: 0.0083333333333333332, 12353.0: 1.0, 26855.0: 0.02247191011235955}"
2681,119399.0,14366.0,2012-03-12 19:59:43.480,"[14366.0, 9754.0, 26767.0, 26306.0, 166500.0]","{9754.0: 0.0066006600660066007, 166500.0: 1.0, 26306.0: 0.0083333333333333332, 14366.0: 0.0043478260869565218, 26767.0: 0.027027027027027029}"
2682,119480.0,6312.0,2012-03-12 23:34:20.200,"[6312.0, 15941.0, 25538.0, 26306.0, 134.0]","{6312.0: 0.004048582995951417, 25538.0: 0.027027027027027029, 26306.0: 0.0083333333333333332, 15941.0: 0.013245033112582781, 134.0: 0.5}"
2683,119606.0,12523.0,2012-03-13 08:02:30.893,"[12523.0, 12042.0, 13147.0, 24005.0, 65568.0]","{65568.0: 1.0, 12042.0: 0.002070393374741201, 12523.0: 0.011904761904761904, 24005.0: 0.014705882352941176, 13147.0: 0.0059880239520958087}"
2684,119636.0,8580.0,2012-03-13 11:46:00.723,"[8580.0, 71612.0, 71139.0, 103814.0, 83850.0]","{71612.0: 0.59999999999999998, 83850.0: 0.5, 71139.0: 0.5, 8580.0: 0.0625, 103814.0: 0.5}"
2685,119639.0,26306.0,2012-03-13 12:26:40.813,"[26306.0, 18880.0, 23201.0, 2838.0, 25077.0]","{18880.0: 0.0028089887640449437, 23201.0: 1.0, 26306.0: 0.0041666666666666666, 25077.0: 0.02, 2838.0: 0.0060606060606060606}"
2686,119655.0,26306.0,2012-03-13 13:27:44.253,"[26306.0, 26831.0, 26386.0, 239424.0, 44578.0]","{239424.0: 1.0, 26306.0: 0.012500000000000001, 44578.0: 1.0, 26386.0: 0.375, 26831.0: 1.0}"
2687,76659.0,8671.0,2012-03-13 14:21:39.990,"[8671.0, 264.0, 25845.0, 14862.0, 5902.0]","{264.0: 0.01384083044982699, 5902.0: 0.083333333333333329, 25845.0: 0.10000000000000001, 14862.0: 0.088888888888888892, 8671.0: 0.03669724770642202}"
2688,119683.0,24713.0,2012-03-13 14:33:57.053,"[24713.0, 1543.0, 25313.0, 123491.0, 172292.0]","{123491.0: 1.0, 24713.0: 0.038461538461538464, 25313.0: 0.0049019607843137254, 172292.0: 1.0, 1543.0: 0.0038022813688212928}"
2689,119777.0,9502.0,2012-03-13 19:17:28.387,"[9502.0, 28586.0, 274.0, 29116.0, 129686.0]","{28586.0: 0.032258064516129031, 129686.0: 1.0, 29116.0: 0.074999999999999997, 274.0: 0.0084985835694051, 9502.0: 0.088235294117647065}"
2690,119710.0,26767.0,2012-03-13 19:22:12.640,"[26767.0, 742.0, 65568.0, 123008.0, 221443.0]","{65568.0: 1.0, 123008.0: 1.0, 221443.0: 1.0, 742.0: 0.003246753246753247, 26767.0: 0.013513513513513514}"
2691,119642.0,26873.0,2012-03-14 02:45:44.853,"[26873.0, 622.0, 299.0, 19588.0, 103971.0]","{103971.0: 0.5, 26873.0: 0.2857142857142857, 299.0: 0.0080645161290322578, 19588.0: 0.020833333333333332, 622.0: 0.0080321285140562242}"
2692,120006.0,18986.0,2012-03-14 12:46:42.863,"[18986.0, 15660.0, 21832.0, 26872.0, 60129.0]","{21832.0: 0.025000000000000001, 26872.0: 0.0076335877862595417, 18986.0: 0.0054054054054054057, 15660.0: 0.0088495575221238937, 60129.0: 1.0}"
2693,120004.0,22857.0,2012-03-14 13:38:21.883,"[22857.0, 8348.0, 10014.0, 42339.0, 5904.0]","{5904.0: 0.014492753623188406, 22857.0: 0.0043103448275862068, 42339.0: 0.0072992700729927005, 8348.0: 0.0077519379844961239, 10014.0: 0.005263157894736842}"
2694,120126.0,11763.0,2012-03-14 16:49:34.493,"[11763.0, 242.0, 302904.0, 131350.0, 165.0]","{302904.0: 0, 242.0: 0.0033783783783783786, 11763.0: 0.0030959752321981426, 165.0: 1.0, 131350.0: 1.0}"
2695,120147.0,21674.0,2012-03-14 18:09:11.927,"[21674.0, 7556.0, 11888.0, 136181.0, 227609.0]","{11888.0: 0.039603960396039604, 227609.0: 0.59999999999999998, 21674.0: 0.028985507246376812, 7556.0: 0.043956043956043959, 136181.0: 0.59999999999999998}"
2696,120194.0,22857.0,2012-03-14 19:23:00.170,"[22857.0, 76609.0, 65573.0, 114703.0, 98589.0]","{22857.0: 0.0043103448275862068, 114703.0: 1.0, 98589.0: 1.0, 65573.0: 1.0, 76609.0: 1.0}"
2697,120231.0,11069.0,2012-03-14 21:33:58.343,"[11069.0, 2219.0, 4091.0, 1461.0, 6312.0]","{6312.0: 0.0060728744939271256, 1461.0: 0.043478260869565216, 2219.0: 0.041095890410958902, 11069.0: 0.012658227848101266, 4091.0: 0.20000000000000001}"
2698,120234.0,14699.0,2012-03-14 21:46:41.203,"[14699.0, 8508.0, 17976.0, 1102.0, 4583.0]","{17976.0: 0.0090909090909090905, 14699.0: 0.0092592592592592587, 8508.0: 0.001697792869269949, 1102.0: 0.0051546391752577319, 4583.0: 0.0055555555555555558}"
2699,120315.0,18986.0,2012-03-15 01:46:41.843,"[18986.0, 8671.0, 98912.0, 451.0, 90973.0]","{98912.0: 1.0, 18986.0: 0.0054054054054054057, 451.0: 1.0, 90973.0: 1.0, 8671.0: 0.0091743119266055051}"
2700,120393.0,8348.0,2012-03-15 07:01:02.273,"[8348.0, 6312.0, 23285.0, 16330.0, 132098.0]","{6312.0: 0.0020242914979757085, 132098.0: 1.0, 16330.0: 0.012500000000000001, 8348.0: 0.0077519379844961239, 23285.0: 0.011764705882352941}"
2701,120000.0,26888.0,2012-03-15 10:17:39.330,"[26888.0, 25538.0, 15180.0, 520.0, 4791.0]","{26888.0: 1.0, 520.0: 0.14814814814814814, 25538.0: 0.054054054054054057, 15180.0: 0.050632911392405063, 4791.0: 0.016260162601626018}"
2702,120442.0,11763.0,2012-03-15 10:30:06.350,"[11763.0, 19538.0, 242.0, 26767.0, 16696.0]","{16696.0: 0.40000000000000002, 19538.0: 0.011494252873563218, 11763.0: 0.0061919504643962852, 242.0: 0.0067567567567567571, 26767.0: 0.027027027027027029}"
2703,120536.0,742.0,2012-03-15 16:22:38.940,"[742.0, 20321.0, 7933.0, 25538.0, 7327.0]","{20321.0: 0.0084033613445378148, 25538.0: 0.013513513513513514, 7933.0: 0.0026246719160104987, 742.0: 0.003246753246753247, 7327.0: 0.006369426751592357}"
2704,120469.0,4791.0,2012-03-15 18:06:21.543,"[4791.0, 11069.0, 11265.0, 3035.0, 164955.0]","{11265.0: 0.0095238095238095247, 164955.0: 1.0, 3035.0: 0.0059171597633136093, 11069.0: 0.0042194092827004216, 4791.0: 0.0040650406504065045}"
2705,120624.0,742.0,2012-03-15 20:22:29.337,"[742.0, 221568.0, 188420.0, 164905.0, 50314.0]","{221568.0: 1.0, 164905.0: 1.0, 50314.0: 1.0, 188420.0: 1.0, 742.0: 0.003246753246753247}"
2706,120649.0,25538.0,2012-03-15 20:56:41.430,"[25538.0, 9176.0, 242.0, 17142.0, 1508.0]","{9176.0: 0.0034602076124567475, 25538.0: 0.013513513513513514, 1508.0: 0.0040816326530612249, 242.0: 0.0033783783783783786, 17142.0: 0.019607843137254902}"
