QuestionId,AcceptedAnswerUserId,AnswerCreationDate,UsersSorted,UsersJaccard
11806.0,4248.0,2011-07-02 18:26:15.147,"[4248.0, 829.0, 2936.0, 3018.0, 4191.0]","{4248.0: 0.010416666666666666, 2936.0: 0.018867924528301886, 3018.0: 0.027027027027027029, 829.0: 0.021739130434782608, 4191.0: 0.040816326530612242}"
11820.0,1814.0,2011-07-03 03:40:25.913,"[1814.0, 3694.0, 3253.0, 15949.0, 59052.0]","{59052.0: 0.45454545454545453, 15949.0: 0.5, 3694.0: 0.23809523809523808, 1814.0: 0.15625, 3253.0: 0.03787878787878788}"
11882.0,1492.0,2011-07-05 14:53:24.007,"[1492.0, 377.0, 4281.0, 3281.0, 81083.0]","{377.0: 0.011627906976744186, 3281.0: 0.0089285714285714281, 81083.0: 1.0, 1492.0: 0.0020920502092050207, 4281.0: 1.0}"
11904.0,1631.0,2011-07-05 22:45:54.720,"[1631.0, 8351.0, 1256.0, 55893.0, 74669.0]","{1256.0: 0.27272727272727271, 74669.0: 1.0, 8351.0: 1.0, 55893.0: 0.034482758620689655, 1631.0: 0.022556390977443608}"
11912.0,3970.0,2011-07-06 01:45:40.197,"[3970.0, 4210.0, 1172.0, 31267.0, 8650.0]","{8650.0: 1.0, 3970.0: 0.016393442622950821, 31267.0: 1.0, 1172.0: 0.016260162601626018, 4210.0: 0.027777777777777776}"
11905.0,3887.0,2011-07-06 02:05:52.180,"[3887.0, 3936.0, 4191.0, 66111.0, 65029.0]","{3936.0: 0.027272727272727271, 66111.0: 1.0, 4191.0: 0.061224489795918366, 65029.0: 0.75, 3887.0: 0.029999999999999999}"
11940.0,3281.0,2011-07-06 17:08:39.987,"[3281.0, 966.0, 3887.0, 369.0, 4308.0]","{3281.0: 0.017857142857142856, 369.0: 0.020202020202020204, 4308.0: 0.40000000000000002, 966.0: 0.068965517241379309, 3887.0: 0.02}"
12046.0,4066.0,2011-07-08 18:46:48.123,"[4066.0, 3811.0, 59162.0, 4202.0, 20161.0]","{20161.0: 0.5, 4066.0: 0.03125, 3811.0: 0.0095693779904306216, 59162.0: 0.40000000000000002, 4202.0: 0.045454545454545456}"
12035.0,3811.0,2011-07-09 04:42:40.617,"[3811.0, 1631.0, 65640.0, 4403.0, 31738.0]","{65640.0: 1.0, 4403.0: 1.0, 31738.0: 1.0, 3811.0: 0.0095693779904306216, 1631.0: 0.015037593984962405}"
12146.0,1876.0,2011-07-11 13:34:35.673,"[1876.0, 1492.0, 8174.0, 42975.0, 9847.0]","{1492.0: 0.0041841004184100415, 9847.0: 0.5, 1876.0: 0.028571428571428571, 8174.0: 1.0, 42975.0: 0.011627906976744186}"
12154.0,4289.0,2011-07-11 17:33:53.973,"[4289.0, 3281.0, 2843.0, 4489.0, 76992.0]","{4489.0: 1.0, 4289.0: 0.5, 2843.0: 0.015625, 76992.0: 1.0, 3281.0: 0.0089285714285714281}"
12169.0,1241.0,2011-07-12 00:50:52.517,"[1241.0, 1272.0, 347.0, 78563.0, 3493.0]","{1272.0: 0.021834061135371178, 1241.0: 0.028248587570621469, 347.0: 0.015772870662460567, 3493.0: 0.59999999999999998, 78563.0: 0.66666666666666663}"
12170.0,955.0,2011-07-12 11:43:28.063,"[955.0, 4471.0, 1486.0, 43581.0, 20517.0]","{955.0: 0.025510204081632654, 20517.0: 0.40000000000000002, 43581.0: 0.5, 1486.0: 0.053763440860215055, 4471.0: 1.0}"
12183.0,1241.0,2011-07-12 14:54:31.477,"[1241.0, 2451.0, 829.0, 1492.0, 3351.0]","{1241.0: 0.0056497175141242938, 2451.0: 0.0027777777777777779, 1492.0: 0.0020920502092050207, 829.0: 0.010869565217391304, 3351.0: 0.02564102564102564}"
12200.0,2525.0,2011-07-12 16:51:12.717,"[2525.0, 3281.0, 4883.0, 377.0, 30032.0]","{30032.0: 0.66666666666666663, 3281.0: 0.017857142857142856, 4883.0: 0.66666666666666663, 2525.0: 0.0074074074074074077, 377.0: 0.023255813953488372}"
12208.0,29.0,2011-07-12 22:36:43.870,"[29.0, 124.0, 1631.0, 65640.0, 21245.0]","{65640.0: 0.66666666666666663, 21245.0: 0.66666666666666663, 124.0: 0.0080000000000000002, 29.0: 0.028037383177570093, 1631.0: 0.022556390977443608}"
12069.0,4487.0,2011-07-13 23:40:13.920,"[4487.0, 4552.0, 1492.0, 1272.0, 10719.0]","{4552.0: 0.011869436201780416, 1272.0: 0.017467248908296942, 10719.0: 1.0, 1492.0: 0.008368200836820083, 4487.0: 1.0}"
12286.0,188.0,2011-07-15 07:28:19.983,"[188.0, 4864.0, 4483.0, 77992.0, 82378.0]","{4864.0: 0.0041580041580041582, 77992.0: 1.0, 82378.0: 1.0, 4483.0: 0.071428571428571425, 188.0: 0.040000000000000001}"
12309.0,4483.0,2011-07-15 21:48:16.503,"[4483.0, 74.0, 55705.0, 21211.0, 42362.0]","{55705.0: 1.0, 74.0: 0.017094017094017096, 4483.0: 0.14285714285714285, 42362.0: 0.75, 21211.0: 0.80000000000000004}"
12346.0,74.0,2011-07-17 04:57:07.773,"[74.0, 124.0, 21988.0, 31059.0, 28380.0]","{28380.0: 0.5, 21988.0: 1.0, 74.0: 0.017094017094017096, 31059.0: 1.0, 124.0: 0.010666666666666666}"
12333.0,329.0,2011-07-17 19:23:04.643,"[329.0, 3066.0, 4483.0, 1390.0, 4536.0]","{4536.0: 1.0, 329.0: 0.010582010582010581, 3066.0: 0.057142857142857141, 4483.0: 0.071428571428571425, 1390.0: 0.0071174377224199285}"
12377.0,955.0,2011-07-17 22:12:44.070,"[955.0, 329.0, 49107.0, 16865.0, 66082.0]","{329.0: 0.010582010582010581, 66082.0: 0.5, 955.0: 0.01020408163265306, 49107.0: 0.66666666666666663, 16865.0: 0.5}"
12404.0,3970.0,2011-07-18 17:24:48.013,"[3970.0, 4552.0, 8650.0, 31267.0, 72443.0]","{4552.0: 0.0059347181008902079, 3970.0: 0.016393442622950821, 31267.0: 1.0, 8650.0: 1.0, 72443.0: 1.0}"
12435.0,329.0,2011-07-19 06:55:34.557,"[329.0, 4864.0, 4552.0, 5953.0, 4926.0]","{4864.0: 0.0041580041580041582, 329.0: 0.010582010582010581, 4552.0: 0.0059347181008902079, 4926.0: 0.33333333333333331, 5953.0: 0.18181818181818182}"
12512.0,1656.0,2011-07-21 04:09:01.557,"[1656.0, 1492.0, 377.0, 8969.0, 11077.0]","{1656.0: 0.076923076923076927, 377.0: 0.046511627906976744, 1492.0: 0.008368200836820083, 11077.0: 0.59999999999999998, 8969.0: 0.75}"
12563.0,1370.0,2011-07-21 13:00:19.323,"[1370.0, 4574.0, 930.0, 4306.0, 28422.0]","{4306.0: 0.025000000000000001, 1370.0: 0.01098901098901099, 930.0: 0.010101010101010102, 4574.0: 0.076923076923076927, 28422.0: 1.0}"
12580.0,1631.0,2011-07-21 20:05:08.323,"[1631.0, 4552.0, 29876.0, 1124.0, 59914.0]","{4552.0: 0.002967359050445104, 1124.0: 1.0, 59914.0: 1.0, 29876.0: 1.0, 1631.0: 0.0075187969924812026}"
12417.0,3811.0,2011-07-22 06:54:48.303,"[3811.0, 3936.0, 28460.0, 65640.0, 1457.0]","{3936.0: 0.027272727272727271, 65640.0: 0.66666666666666663, 3811.0: 0.014354066985645933, 28460.0: 0.75, 1457.0: 0.66666666666666663}"
12602.0,930.0,2011-07-22 08:20:16.500,"[930.0, 4264.0, 4306.0, 337.0, 48933.0]","{4264.0: 0.80000000000000004, 337.0: 0.75, 930.0: 0.040404040404040407, 4306.0: 0.10000000000000001, 48933.0: 0.5}"
12669.0,329.0,2011-07-24 06:25:04.840,"[329.0, 4552.0, 76726.0, 12089.0, 70845.0]","{4552.0: 0.002967359050445104, 329.0: 0.0052910052910052907, 70845.0: 1.0, 76726.0: 1.0, 12089.0: 1.0}"
12703.0,2451.0,2011-07-24 18:07:27.577,"[2451.0, 8759.0, 24673.0, 58019.0, 726.0]","{24673.0: 0.5, 2451.0: 0.0055555555555555558, 58019.0: 0.5, 726.0: 0.5, 8759.0: 0.66666666666666663}"
12717.0,2525.0,2011-07-24 22:47:56.957,"[2525.0, 4066.0, 28264.0, 35114.0, 64887.0]","{28264.0: 0.59999999999999998, 4066.0: 0.078125, 35114.0: 0.42857142857142855, 2525.0: 0.018518518518518517, 64887.0: 0.42857142857142855}"
12744.0,1588.0,2011-07-25 17:26:03.747,"[1588.0, 329.0, 4864.0, 70640.0, 74854.0]","{4864.0: 0.0062370062370062374, 329.0: 0.015873015873015872, 1588.0: 0.016483516483516484, 70640.0: 0.66666666666666663, 74854.0: 0.66666666666666663}"
4841.0,1186.0,2011-07-25 21:14:28.783,"[1186.0, 6304.0, 1352.0, 6510.0, 6933.0]","{6304.0: 1.0, 1352.0: 0.0090909090909090905, 1186.0: 0.013605442176870748, 6933.0: 1.0, 6510.0: 1.0}"
1048.0,4552.0,2011-07-26 00:48:03.800,"[4552.0, 9624.0, 399.0, 504.0, 21572.0]","{4552.0: 0.011869436201780416, 9624.0: 0.20000000000000001, 21572.0: 0.5, 504.0: 0.07407407407407407, 399.0: 0.038095238095238099}"
12829.0,329.0,2011-07-27 06:11:03.670,"[329.0, 4864.0, 97155.0, 5184.0, 50420.0]","{4864.0: 0.0020790020790020791, 329.0: 0.0052910052910052907, 97155.0: 0, 50420.0: 1.0, 5184.0: 1.0}"
12664.0,2451.0,2011-07-27 21:13:28.733,"[2451.0, 329.0, 3064.0, 2190.0, 64302.0]","{3064.0: 0.33333333333333331, 329.0: 0.026455026455026454, 2451.0: 0.013888888888888888, 64302.0: 0.66666666666666663, 2190.0: 0.026595744680851064}"
12853.0,3253.0,2011-07-28 00:18:48.517,"[3253.0, 4657.0, 6809.0, 1272.0, 6439.0]","{1272.0: 0.013100436681222707, 4657.0: 0.024793388429752067, 6439.0: 0.66666666666666663, 3253.0: 0.022727272727272728, 6809.0: 1.0}"
12874.0,1255.0,2011-07-29 14:38:48.510,"[1255.0, 232.0, 392.0, 4210.0, 10469.0]","{232.0: 0.0074074074074074077, 392.0: 0.0051546391752577319, 4210.0: 0.013888888888888888, 10469.0: 1.0, 1255.0: 0.0044052863436123352}"
12983.0,329.0,2011-07-30 13:22:01.983,"[329.0, 2445.0, 4758.0, 1492.0, 4657.0]","{329.0: 0.010582010582010581, 1492.0: 0.0041841004184100415, 2445.0: 0.5, 4758.0: 1.0, 4657.0: 0.016528925619834711}"
11247.0,4092.0,2011-07-30 22:10:33.000,"[4092.0, 3970.0, 2451.0, 188.0, 1471.0]","{188.0: 0.040000000000000001, 3970.0: 0.016393442622950821, 2451.0: 0.0055555555555555558, 4092.0: 1.0, 1471.0: 0.068965517241379309}"
13052.0,1272.0,2011-08-01 14:06:54.930,"[1272.0, 7149.0, 12951.0, 28128.0, 37546.0]","{1272.0: 0.013100436681222707, 28128.0: 0.5, 37546.0: 0.5, 7149.0: 1.0, 12951.0: 0.028301886792452831}"
13060.0,1255.0,2011-08-01 14:42:57.033,"[1255.0, 1272.0, 829.0, 4552.0, 3540.0]","{1272.0: 0.017467248908296942, 4552.0: 0.011869436201780416, 3540.0: 0.031007751937984496, 829.0: 0.043478260869565216, 1255.0: 0.017621145374449341}"
13066.0,4772.0,2011-08-01 15:13:59.770,"[4772.0, 4789.0, 3066.0, 4034.0, 17440.0]","{4034.0: 0.046511627906976744, 17440.0: 0.33333333333333331, 3066.0: 0.057142857142857141, 4772.0: 0.095238095238095233, 4789.0: 1.0}"
13039.0,1255.0,2011-08-01 16:36:08.483,"[1255.0, 4066.0, 1089.0, 4657.0, 4306.0]","{4306.0: 0.025000000000000001, 1089.0: 0.16666666666666666, 4066.0: 0.015625, 4657.0: 0.0082644628099173556, 1255.0: 0.0044052863436123352}"
12814.0,1656.0,2011-08-03 01:19:03.530,"[1656.0, 3811.0, 4657.0, 41504.0, 41840.0]","{1656.0: 0.019230769230769232, 4657.0: 0.0082644628099173556, 3811.0: 0.0047846889952153108, 41840.0: 1.0, 41504.0: 1.0}"
12976.0,761.0,2011-08-03 08:07:26.137,"[761.0, 4257.0, 1341.0, 22529.0, 605.0]","{761.0: 0.023809523809523808, 22529.0: 0.5, 1341.0: 0.005434782608695652, 605.0: 0.5, 4257.0: 0.16666666666666666}"
13157.0,520.0,2011-08-04 00:06:12.760,"[520.0, 103.0, 7924.0, 1345.0, 4107.0]","{520.0: 0.005208333333333333, 1345.0: 0.023809523809523808, 4107.0: 0.11764705882352941, 7924.0: 0.0070921985815602835, 103.0: 0.11764705882352941}"
13184.0,3970.0,2011-08-04 18:04:07.927,"[3970.0, 4459.0, 11364.0, 71781.0, 21094.0]","{3970.0: 0.0081967213114754103, 4459.0: 1.0, 11364.0: 1.0, 71781.0: 1.0, 21094.0: 1.0}"
13169.0,518.0,2011-08-06 03:24:37.887,"[518.0, 1492.0, 4483.0, 34543.0, 35152.0]","{35152.0: 0.5, 4483.0: 0.071428571428571425, 1492.0: 0.0041841004184100415, 518.0: 0.090909090909090912, 34543.0: 1.0}"
11939.0,358.0,2011-08-06 08:38:48.213,"[358.0, 19837.0, 1390.0, 20291.0, 7300.0]","{20291.0: 1.0, 1390.0: 0.0071174377224199285, 7300.0: 0.5, 19837.0: 0.33333333333333331, 358.0: 0.029850746268656716}"
13237.0,4657.0,2011-08-07 00:15:25.467,"[4657.0, 1390.0, 4864.0, 1458.0, 4846.0]","{4864.0: 0.0020790020790020791, 4657.0: 0.0082644628099173556, 1458.0: 0.014084507042253521, 4846.0: 0.040000000000000001, 1390.0: 0.0035587188612099642}"
13289.0,2433.0,2011-08-08 18:20:53.753,"[2433.0, 4552.0, 353.0, 4899.0, 45111.0]","{4552.0: 0.0059347181008902079, 2433.0: 0.045454545454545456, 45111.0: 1.0, 4899.0: 1.0, 353.0: 0.011627906976744186}"
9523.0,358.0,2011-08-08 20:57:23.580,"[358.0, 3649.0, 2735.0, 539.0, 4256.0]","{4256.0: 0.5, 3649.0: 1.0, 539.0: 0.66666666666666663, 358.0: 0.044776119402985072, 2735.0: 1.0}"
11878.0,4107.0,2011-08-09 01:35:30.197,"[4107.0, 4191.0, 65572.0, 4461.0, 38431.0]","{38431.0: 1.0, 4107.0: 0.11764705882352941, 65572.0: 0.22222222222222221, 4461.0: 0.5, 4191.0: 0.040816326530612242}"
13325.0,1656.0,2011-08-09 22:27:29.287,"[1656.0, 6962.0, 24616.0, 16810.0, 21452.0]","{1656.0: 0.019230769230769232, 24616.0: 0.10000000000000001, 6962.0: 1.0, 21452.0: 1.0, 16810.0: 1.0}"
13354.0,74.0,2011-08-10 17:46:31.130,"[74.0, 1918.0, 58485.0, 16124.0, 24673.0]","{24673.0: 0.5, 74.0: 0.0085470085470085479, 16124.0: 1.0, 58485.0: 1.0, 1918.0: 0.030769230769230771}"
13388.0,2151.0,2011-08-11 12:03:01.177,"[2151.0, 3066.0, 6499.0, 4552.0, 10769.0]","{4552.0: 0.011869436201780416, 10769.0: 0.75, 3066.0: 0.11428571428571428, 6499.0: 0.5714285714285714, 2151.0: 0.041666666666666664}"
166.0,1255.0,2011-08-11 14:57:55.790,"[1255.0, 4066.0, 13.0, 4864.0, 78361.0]","{4864.0: 0.0041580041580041582, 78361.0: 0.5, 4066.0: 0.03125, 13.0: 0.025316455696202531, 1255.0: 0.0088105726872246704}"
13400.0,2525.0,2011-08-11 20:43:43.123,"[2525.0, 38454.0, 4210.0, 90552.0, 10126.0]","{90552.0: 0, 10126.0: 1.0, 4210.0: 0.013888888888888888, 2525.0: 0.0037037037037037038, 38454.0: 1.0}"
13359.0,1353.0,2011-08-12 02:26:16.517,"[1353.0, 4552.0, 4570.0, 4663.0, 46219.0]","{4552.0: 0.0059347181008902079, 1353.0: 0.016528925619834711, 4570.0: 0.071428571428571425, 46219.0: 1.0, 4663.0: 0.40000000000000002}"
13426.0,1353.0,2011-08-12 04:46:59.627,"[1353.0, 3936.0, 232.0, 1257.0, 52617.0]","{3936.0: 0.027272727272727271, 1353.0: 0.024793388429752067, 52617.0: 1.0, 232.0: 0.022222222222222223, 1257.0: 0.014354066985645933}"
13480.0,2190.0,2011-08-13 15:33:50.813,"[2190.0, 4864.0, 2451.0, 4435.0, 84049.0]","{4864.0: 0.010395010395010396, 84049.0: 0, 4435.0: 0.089285714285714288, 2451.0: 0.013888888888888888, 2190.0: 0.026595744680851064}"
13474.0,4916.0,2011-08-14 00:31:42.750,"[4916.0, 2151.0, 74.0, 4760.0, 27924.0]","{4760.0: 0.14814814814814814, 27924.0: 0.5, 74.0: 0.017094017094017096, 4916.0: 1.0, 2151.0: 0.041666666666666664}"
13581.0,520.0,2011-08-15 15:45:49.943,"[520.0, 1492.0, 4191.0, 38145.0, 77210.0]","{520.0: 0.0078125, 38145.0: 0.40000000000000002, 77210.0: 0.40000000000000002, 1492.0: 0.0062761506276150627, 4191.0: 0.061224489795918366}"
12122.0,4864.0,2011-08-17 07:18:10.420,"[4864.0, 2451.0, 4555.0, 4445.0, 41698.0]","{4864.0: 0.0083160083160083165, 41698.0: 0.59999999999999998, 2451.0: 0.011111111111111112, 4445.0: 1.0, 4555.0: 1.0}"
13703.0,1492.0,2011-08-18 03:53:21.090,"[1492.0, 520.0, 4450.0, 4967.0, 1390.0]","{520.0: 0.005208333333333333, 4450.0: 0.14285714285714285, 1492.0: 0.0041841004184100415, 1390.0: 0.0071174377224199285, 4967.0: 0.046511627906976744}"
13714.0,329.0,2011-08-18 18:43:21.073,"[329.0, 4191.0, 2535.0, 4554.0, 4899.0]","{4899.0: 1.0, 329.0: 0.010582010582010581, 4554.0: 0.2857142857142857, 2535.0: 0.012422360248447204, 4191.0: 0.040816326530612242}"
13814.0,1382.0,2011-08-21 20:48:16.793,"[1382.0, 4976.0, 4992.0, 29926.0, 46916.0]","{4976.0: 0.056603773584905662, 4992.0: 1.0, 46916.0: 0.75, 29926.0: 1.0, 1382.0: 0.051724137931034482}"
13851.0,1492.0,2011-08-22 19:12:28.347,"[1492.0, 1739.0, 4237.0, 76425.0, 43436.0]","{76425.0: 0.33333333333333331, 43436.0: 0.33333333333333331, 1739.0: 0.02197802197802198, 1492.0: 0.0041841004184100415, 4237.0: 0.083333333333333329}"
13917.0,74.0,2011-08-24 14:47:14.373,"[74.0, 5020.0, 1255.0, 38406.0, 46793.0]","{46793.0: 0.66666666666666663, 74.0: 0.01282051282051282, 5020.0: 0.025862068965517241, 38406.0: 1.0, 1255.0: 0.013215859030837005}"
13989.0,5020.0,2011-08-26 15:57:56.067,"[5020.0, 2535.0, 76097.0, 44249.0, 12777.0]","{76097.0: 1.0, 44249.0: 1.0, 12777.0: 0.66666666666666663, 5020.0: 0.017241379310344827, 2535.0: 0.012422360248447204}"
14082.0,29.0,2011-08-28 21:07:03.823,"[29.0, 4864.0, 14202.0, 347.0, 1390.0]","{4864.0: 0.0062370062370062374, 14202.0: 0.023809523809523808, 347.0: 0.0094637223974763408, 29.0: 0.028037383177570093, 1390.0: 0.010676156583629894}"
14074.0,5068.0,2011-08-28 21:16:00.087,"[5068.0, 29.0, 2535.0, 9939.0, 5192.0]","{5192.0: 0.25, 9939.0: 1.0, 5068.0: 0.59999999999999998, 29.0: 0.028037383177570093, 2535.0: 0.018633540372670808}"
12611.0,4864.0,2011-08-29 07:16:23.183,"[4864.0, 329.0, 1918.0, 2451.0, 11016.0]","{4864.0: 0.0083160083160083165, 329.0: 0.021164021164021163, 2451.0: 0.011111111111111112, 1918.0: 0.061538461538461542, 11016.0: 0.66666666666666663}"
14095.0,3197.0,2011-08-30 07:48:09.367,"[3197.0, 3234.0, 3811.0, 4237.0, 5078.0]","{3234.0: 0.3125, 3811.0: 0.023923444976076555, 3197.0: 0.066666666666666666, 5078.0: 1.0, 4237.0: 0.20833333333333334}"
14140.0,4483.0,2011-08-31 04:26:25.077,"[4483.0, 4864.0, 21546.0, 1872.0, 76891.0]","{4864.0: 0.0062370062370062374, 1872.0: 1.0, 21546.0: 0.42857142857142855, 4483.0: 0.10714285714285714, 76891.0: 1.0}"
14165.0,2151.0,2011-08-31 07:52:22.487,"[2151.0, 1501.0, 392.0, 46059.0, 82087.0]","{392.0: 0.010309278350515464, 82087.0: 0.5, 46059.0: 0.5, 1501.0: 0.01834862385321101, 2151.0: 0.020833333333333332}"
14185.0,4864.0,2011-08-31 16:34:38.927,"[4864.0, 1390.0, 377.0, 5046.0, 29185.0]","{4864.0: 0.0062370062370062374, 377.0: 0.034883720930232558, 5046.0: 1.0, 1390.0: 0.010676156583629894, 29185.0: 1.0}"
9255.0,4864.0,2011-09-01 03:17:02.607,"[4864.0, 2451.0, 2599.0, 1390.0, 58223.0]","{4864.0: 0.0083160083160083165, 58223.0: 0.5, 2451.0: 0.011111111111111112, 1390.0: 0.014234875444839857, 2599.0: 0.16}"
14241.0,347.0,2011-09-01 19:00:19.803,"[347.0, 47.0, 4337.0, 4864.0, 6432.0]","{4864.0: 0.0020790020790020791, 4337.0: 0.043478260869565216, 6432.0: 0.0062893081761006293, 347.0: 0.0031545741324921135, 47.0: 0.015151515151515152}"
14235.0,2525.0,2011-09-01 20:53:48.553,"[2525.0, 4112.0, 1918.0, 124.0, 2535.0]","{4112.0: 0.15384615384615385, 124.0: 0.0053333333333333332, 2525.0: 0.0074074074074074077, 1918.0: 0.030769230769230771, 2535.0: 0.012422360248447204}"
13245.0,4864.0,2011-09-02 07:13:03.647,"[4864.0, 2643.0, 4552.0, 4657.0, 22341.0]","{4864.0: 0.0020790020790020791, 4552.0: 0.002967359050445104, 2643.0: 0.045454545454545456, 22341.0: 1.0, 4657.0: 0.0082644628099173556}"
14346.0,1255.0,2011-09-05 14:28:47.883,"[1255.0, 1272.0, 27395.0, 72788.0, 24673.0]","{1272.0: 0.0043668122270742356, 24673.0: 1.0, 27395.0: 1.0, 72788.0: 1.0, 1255.0: 0.0044052863436123352}"
14362.0,124.0,2011-09-06 05:23:16.680,"[124.0, 4864.0, 50420.0, 7270.0, 28807.0]","{4864.0: 0.0020790020790020791, 50420.0: 1.0, 124.0: 0.0026666666666666666, 7270.0: 1.0, 28807.0: 1.0}"
14394.0,5020.0,2011-09-06 17:01:29.083,"[5020.0, 5050.0, 48649.0, 57285.0, 524.0]","{48649.0: 1.0, 5050.0: 0.064516129032258063, 5020.0: 0.034482758620689655, 57285.0: 0.59999999999999998, 524.0: 0.59999999999999998}"
14405.0,4864.0,2011-09-07 02:33:44.070,"[4864.0, 42696.0, 40176.0, 12325.0, 1936.0]","{4864.0: 0.0041580041580041582, 42696.0: 1.0, 1936.0: 0.5, 40176.0: 0.5, 12325.0: 0.5}"
14436.0,4864.0,2011-09-08 06:59:51.360,"[4864.0, 5477.0, 5912.0, 50596.0, 8073.0]","{4864.0: 0.0062370062370062374, 5912.0: 0.14285714285714285, 50596.0: 1.0, 5477.0: 0.012711864406779662, 8073.0: 1.0}"
14565.0,2190.0,2011-09-12 15:32:32.580,"[2190.0, 1390.0, 1611.0, 4657.0, 32169.0]","{4657.0: 0.016528925619834711, 1611.0: 0.11764705882352941, 1390.0: 0.0071174377224199285, 2190.0: 0.010638297872340425, 32169.0: 1.0}"
14609.0,124.0,2011-09-13 05:14:20.377,"[124.0, 74.0, 5050.0, 72728.0, 39936.0]","{72728.0: 0.59999999999999998, 39936.0: 0.5, 74.0: 0.017094017094017096, 124.0: 0.010666666666666666, 5050.0: 0.064516129032258063}"
14056.0,4864.0,2011-09-13 17:23:49.473,"[4864.0, 42112.0, 3018.0, 4210.0, 59535.0]","{4864.0: 0.0083160083160083165, 42112.0: 0.66666666666666663, 3018.0: 0.054054054054054057, 4210.0: 0.055555555555555552, 59535.0: 0.59999999999999998}"
14667.0,12713.0,2011-09-14 20:30:06.347,"[12713.0, 1492.0, 31635.0, 70640.0, 74854.0]","{70640.0: 1.0, 12713.0: 0.5, 31635.0: 0.0070921985815602835, 1492.0: 0.0041841004184100415, 74854.0: 1.0}"
14700.0,5253.0,2011-09-15 19:00:29.967,"[5253.0, 3066.0, 24142.0, 238.0, 7552.0]","{7552.0: 0.5, 238.0: 0.080000000000000002, 3066.0: 0.11428571428571428, 5253.0: 0.36363636363636365, 24142.0: 0.030534351145038167}"
535.0,4864.0,2011-09-17 01:34:18.300,"[4864.0, 139.0, 5223.0, 124.0, 18.0]","{4864.0: 0.0083160083160083165, 18.0: 0.095238095238095233, 139.0: 0.10526315789473684, 124.0: 0.010666666666666666, 5223.0: 0.018779342723004695}"
14680.0,4864.0,2011-09-17 06:10:19.950,"[4864.0, 4408.0, 1739.0, 74336.0, 1156.0]","{4864.0: 0.0041580041580041582, 4408.0: 0.083333333333333329, 1739.0: 0.02197802197802198, 1156.0: 0.5, 74336.0: 0.5}"
14800.0,4337.0,2011-09-18 11:44:44.313,"[4337.0, 5223.0, 852.0, 5330.0, 74147.0]","{4337.0: 0.13043478260869565, 5330.0: 1.0, 74147.0: 0.66666666666666663, 852.0: 0.1875, 5223.0: 0.014084507042253521}"
14806.0,717.0,2011-09-18 19:12:55.563,"[717.0, 4967.0, 44373.0, 35326.0, 30592.0]","{30592.0: 0.75, 35326.0: 1.0, 717.0: 0.21428571428571427, 44373.0: 1.0, 4967.0: 0.069767441860465115}"
14870.0,124.0,2011-09-20 01:55:00.010,"[124.0, 520.0, 22928.0, 82113.0, 6469.0]","{520.0: 0.010416666666666666, 22928.0: 0.59999999999999998, 124.0: 0.010666666666666666, 6469.0: 0.5, 82113.0: 0.5}"
14881.0,4984.0,2011-09-20 04:52:14.157,"[4984.0, 4887.0, 3677.0, 4988.0, 3936.0]","{4984.0: 0.35714285714285715, 3936.0: 0.045454545454545456, 4988.0: 0.55555555555555558, 3677.0: 0.27777777777777779, 4887.0: 0.059523809523809521}"
14973.0,124.0,2011-09-23 05:37:06.510,"[124.0, 5020.0, 4864.0, 1201.0, 6090.0]","{4864.0: 0.0062370062370062374, 5020.0: 0.025862068965517241, 6090.0: 0.66666666666666663, 124.0: 0.0080000000000000002, 1201.0: 0.66666666666666663}"
14993.0,4864.0,2011-09-23 16:04:09.413,"[4864.0, 74.0, 520.0, 25188.0, 55397.0]","{4864.0: 0.0083160083160083165, 520.0: 0.010416666666666666, 74.0: 0.017094017094017096, 25188.0: 1.0, 55397.0: 0.80000000000000004}"
15052.0,5394.0,2011-09-24 23:30:05.487,"[5394.0, 5485.0, 1255.0, 94271.0, 955.0]","{955.0: 0.01020408163265306, 5394.0: 1.0, 94271.0: 0, 5485.0: 1.0, 1255.0: 0.0088105726872246704}"
15083.0,1945.0,2011-09-25 13:28:11.280,"[1945.0, 8868.0, 11275.0, 6678.0, 18794.0]","{1945.0: 0.069767441860465115, 18794.0: 1.0, 11275.0: 1.0, 8868.0: 1.0, 6678.0: 1.0}"
15102.0,4864.0,2011-09-26 12:40:43.057,"[4864.0, 124.0, 1275.0, 58726.0, 104.0]","{4864.0: 0.0041580041580041582, 104.0: 0.5, 1275.0: 0.5, 124.0: 0.0053333333333333332, 58726.0: 0.5}"
15122.0,1876.0,2011-09-27 07:09:28.500,"[1876.0, 124.0, 4864.0, 3909.0, 5345.0]","{4864.0: 0.0062370062370062374, 124.0: 0.0080000000000000002, 1876.0: 0.042857142857142858, 3909.0: 0.59999999999999998, 5345.0: 0.5}"
15135.0,4976.0,2011-09-27 14:02:17.800,"[4976.0, 2151.0, 4210.0, 42789.0, 67785.0]","{4976.0: 0.056603773584905662, 67785.0: 0.5, 4210.0: 0.041666666666666664, 42789.0: 0.5, 2151.0: 0.03125}"
15155.0,1492.0,2011-09-28 06:16:07.420,"[1492.0, 23153.0, 46849.0, 40612.0, 67761.0]","{67761.0: 0.59999999999999998, 23153.0: 0.80000000000000004, 40612.0: 0.59999999999999998, 1492.0: 0.010460251046025104, 46849.0: 0.59999999999999998}"
